3
3 510.000000 230.000000 0.000000 0.000000
2 743.000000 477.000000 768.000000 477.000000
1 1111.000000 642.000000 0.000000 0.000000
1 662.000000 799.000000 0.000000 0.000000
1 375.000000 760.000000 0.000000 0.000000
1 541.000000 478.000000 0.000000 0.000000
1 794.000000 299.000000 0.000000 0.000000
1 1049.579956 362.100006 0.000000 0.000000
6 905.760010 442.679993 1127.099976 448.799988
8 1049.579956 251.939987 958.799927 333.539978
7 1057.739990 460.019989 949.619995 543.659973
5 212.160004 232.559998 248.880005 349.859985
6 292.739990 135.660004 329.459991 278.459991
6 107.099998 326.399994 118.320000 165.240005
