0
2 434.519989 471.239990 433.500000 472.260010
3 1340.280029 431.459991 0.000000 0.000000
6 604.859985 441.660004 625.260010 188.699997
1 706.859985 399.839996 0.000000 0.000000
1 896.580017 581.400024 0.000000 0.000000
7 643.619995 541.619995 772.140015 515.099976
5 1305.599976 279.480011 1214.819946 380.459991
5 1178.099976 657.900024 1367.819946 689.520020
1 333.540009 683.400024 0.000000 0.000000
1 371.279999 300.899994 0.000000 0.000000
1 994.500000 226.440002 0.000000 0.000000
1 1170.959961 550.799988 0.000000 0.000000
1 652.799988 715.020020 0.000000 0.000000
1 1306.619995 331.500000 0.000000 0.000000
7 364.140015 639.539978 272.339996 581.400024
7 393.720001 331.500000 298.859985 333.540009
6 256.019989 330.480011 1290.300049 368.220001
5 871.080017 439.619995 882.299988 505.920044
