2
1 711.000000 405.000000 0.000000 0.000000 4.000000 -8355712
2 1028.000000 640.000000 -72.000000 4.000000 3.000000 -1
1 680.000000 872.000000 0.000000 0.000000 2.000000 -8355712
1 198.000000 376.000000 0.000000 0.000000 2.000000 -8355712
1 1696.000000 132.000000 0.000000 0.000000 2.000000 -8355712
1 1758.000000 864.000000 0.000000 0.000000 2.000000 -8355712
1 520.000000 410.000000 0.000000 0.000000 2.000000 -8355712
1 970.000000 232.000000 0.000000 0.000000 4.000000 -8355712
1 1180.000000 884.000000 0.000000 0.000000 2.000000 -8355712
1 336.000000 144.000000 0.000000 0.000000 2.000000 -8355712
1 802.000000 566.000000 0.000000 0.000000 2.000000 -8355712
1 1508.000000 688.000000 0.000000 0.000000 2.000000 -8355712
1 1344.000000 292.000000 0.000000 0.000000 4.000000 -8355712
5 517.000000 154.000000 671.000000 546.000000 0.000000 -256
5 879.000000 530.000000 1455.000000 556.000000 0.000000 -256
3 1049.579956 210.119995 0.000000 0.000000 2.000000 -65536
