3
1 645.000000 776.000000 0.000000 0.000000
1 1587.000000 466.000000 0.000000 0.000000
1 893.000000 100.000000 0.000000 0.000000
1 427.000000 232.000000 0.000000 0.000000
1 275.000000 582.000000 0.000000 0.000000
1 689.000000 612.000000 0.000000 0.000000
1 835.000000 436.000000 0.000000 0.000000
1 1005.000000 235.000000 0.000000 0.000000
1 923.000000 275.000000 0.000000 0.000000
1 1149.000000 199.000000 0.000000 0.000000
1 1313.000000 439.000000 0.000000 0.000000
1 1614.000000 756.000000 0.000000 0.000000
1 1097.000000 751.000000 0.000000 0.000000
1 1365.000000 729.000000 0.000000 0.000000
2 107.000000 691.000000 143.000000 693.000000
5 461.000000 430.000000 849.000000 582.000000
3 884.340027 336.600006 0.000000 0.000000
